Exp,Site,Hole,Core,Type,Section,"Sample Top, cm","Sample Bottom, cm",Combined id,Sample Label,"Sample Top Depth, mbsf","Sample Bot Depth, mbsf",Beaker Number,"Beaker Weight,         g","WET Weight (Sample + Beaker), g ",OVEN             Date/Time                    IN,"DRY Weight (Sample + Beaker), g",Scientist,Pycnometer Cell,"DRY Volume, cc",,"WEIGHT   WET Sample, g","WEIGHT     DRY Sample,  g","WEIGHT Pore Water, g","WEIGHT Salt,                g","WEIGHT Grains,               g ","VOLUME Pore Water, cc","VOLUME Salt,                           cc","VOLUME   Dry Sample, cc","VOLUME   Wet Sample, cc","VOLUME        Grains,          cc","Water Content,   (wet) v/v","Water Content (dry), v/v","Bulk Density, g/cc","Dry Density, g/cc","Grain Density, g/cc","Porosity,   v/v","Void Ratio, v/v",Lithology,
501,M0111,B,97,R,1,38,40,M0111-B-97-1,"501-M0111-B-97-1,38-40",253.21,253.23,155,9.7377,20.0121,22/01/2026 11:32,17.1691,TS,3,7.1895,,10.27,7.43,2.95,0.1,7.33,2.88,0.05,2.82,5.65,2.78,0.29,0.4,1.82,1.3,2.64,0.51,1.04,sand,
501,M0111,B,98,R,1,38,40,M0111-B-98-1,"501-M0111-B-98-1,38-40",255.91,255.93,156,9.6449,20.707,22/01/2026 11:32,18.4628,TS,5,7.6836,,11.06,8.82,2.33,0.08,8.74,2.27,0.04,3.36,5.59,3.32,0.21,0.27,1.98,1.56,2.63,0.41,0.68,sand,
501,M0111,B,99,R,1,38,40,M0111-B-99-1,"501-M0111-B-99-1,38-40",256.66,256.68,157,9.6017,19.9168,22/01/2026 11:33,18.037,TS,1,7.5299,,10.32,8.44,1.95,0.07,8.37,1.9,0.03,3.22,5.1,3.19,0.19,0.23,2.02,1.64,2.62,0.37,0.6,sand,
501,M0111,B,100,R,1,38,40,M0111-B-100-1,"501-M0111-B-100-1,38-40",259.31,259.33,158,9.5899,19.2843,22/01/2026 13:57,17.3663,MS,5,7.1381,,9.69,7.78,1.99,0.07,7.71,1.94,0.03,2.84,4.75,2.81,0.21,0.26,2.04,1.62,2.75,0.41,0.69,clay,
501,M0111,B,101,R,1,38,40,M0111-B-101-1,"501-M0111-B-101-1,38-40",262.36,262.38,159,9.716,16.9598,22/01/2026 13:57,15.032,MS,1,6.4031,,7.24,5.32,2,0.07,5.25,1.95,0.03,2.05,3.97,2.01,0.28,0.38,1.83,1.32,2.6,0.49,0.97,sand,
501,M0111,B,103,R,1,43,45,M0111-B-103-1,"501-M0111-B-103-1,43-45",268.51,268.53,160,9.4581,20.558,22/01/2026 13:57,18.4407,MS,2,7.6275,,11.1,8.98,2.19,0.08,8.91,2.14,0.03,3.39,5.49,3.35,0.2,0.25,2.02,1.62,2.66,0.39,0.64,clay,
501,M0111,B,102,R,1,29,31,M0111-B-102-1,"501-M0111-B-102-1,29-31",265.32,265.34,240,9.859,18.9358,22/01/2026 17:30,17.3791,MS,1,7.3085,,9.08,7.52,1.61,0.06,7.46,1.58,0.03,2.89,4.44,2.86,0.18,0.22,2.05,1.68,2.61,0.36,0.55,clay,
501,M0111,B,104,R,1,18,20,M0111-B-104-1,"501-M0111-B-104-1,18-20",271.31,271.33,241,9.8089,18.4413,22/01/2026 17:30,16.9721,MS,2,7.0276,,8.63,7.16,1.52,0.05,7.11,1.49,0.02,2.63,4.09,2.6,0.18,0.21,2.11,1.74,2.73,0.36,0.57,clay,
501,M0111,B,105,R,1,28,30,M0111-B-105-1,"501-M0111-B-105-1,28-30",274.46,274.48,242,9.9348,20.2883,22/01/2026 17:30,19.5633,MS,3,7.7331,,10.35,9.63,0.75,0.03,9.6,0.73,0.01,3.28,4,3.27,0.07,0.08,2.59,2.4,2.94,0.18,0.22,sand,
501,M0111,B,106,R,1,38,40,M0111-B-106-1,"501-M0111-B-106-1,38-40",275.56,275.58,243,9.8368,19.7871,22/01/2026 18:36,18.2676,MS,2,7.6106,,9.95,8.43,1.57,0.06,8.38,1.54,0.02,3.2,4.71,3.17,0.16,0.19,2.11,1.78,2.64,0.33,0.48,sand,
501,M0111,B,107,R,1,38,40,M0111-B-107-1,"501-M0111-B-107-1,38-40",277.61,277.63,245,9.8492,19.5879,22/01/2026 18:36,18.1819,MS,3,7.5791,,9.74,8.33,1.46,0.05,8.28,1.42,0.02,3.16,4.56,3.14,0.15,0.18,2.13,1.82,2.64,0.31,0.45,sand,
501,M0111,B,108,R,1,18,20,M0111-B-108-1,"501-M0111-B-108-1,18-20",278.31,278.33,246,9.7553,19.9134,22/01/2026 18:36,18.2189,MS,5,7.5833,,10.16,8.46,1.76,0.06,8.4,1.71,0.03,3.21,4.9,3.18,0.17,0.21,2.07,1.72,2.64,0.35,0.54,sand,
501,M0111,B,109,R,1,38,40,M0111-B-109-1,"501-M0111-B-109-1,38-40",278.76,278.78,247,9.8389,18.243,22/01/2026 19:56,17.347,MS,3,7.266,,8.4,7.51,0.93,0.03,7.48,0.91,0.01,2.85,3.75,2.84,0.11,0.12,2.24,2,2.63,0.24,0.32,sand,
501,M0111,B,114,R,1,41,43,M0111-B-114-1,"501-M0111-B-114-1,41-43",281.94,281.96,248,9.6745,21.2863,22/01/2026 19:56,19.191,MS,5,7.9267,,11.61,9.52,2.17,0.08,9.44,2.12,0.03,3.59,5.67,3.55,0.19,0.23,2.05,1.66,2.66,0.37,0.6,clay,
501,M0111,B,115,R,1,23,25,M0111-B-115-1,"501-M0111-B-115-1,23-25",285.16,285.18,249,9.9565,20.6576,22/01/2026 19:56,18.6956,MS,1,7.6588,,10.7,8.74,2.03,0.07,8.67,1.99,0.03,3.19,5.15,3.16,0.19,0.23,2.08,1.68,2.74,0.39,0.63,clay,
501,M0111,B,116,R,1,38,40,M0111-B-116-1,"501-M0111-B-116-1,38-40",288.37,288.39,200,9.6303,18.3376,22/01/2026 21:22,16.3843,TS,5,6.9037,,8.71,6.75,2.02,0.07,6.68,1.98,0.03,2.59,4.53,2.55,0.23,0.3,1.92,1.48,2.62,0.44,0.77,sand,
501,M0111,B,117,R,1,38,40,M0111-B-117-1,"501-M0111-B-117-1,38-40",289.71,289.73,201,9.7538,19.4399,22/01/2026 21:22,17.6063,TS,1,7.3386,,9.69,7.85,1.9,0.07,7.79,1.86,0.03,2.96,4.79,2.93,0.2,0.24,2.02,1.63,2.65,0.39,0.63,clay,
501,M0111,B,119,R,1,48,50,M0111-B-119-1,"501-M0111-B-119-1,48-50",293.31,293.33,202,9.9245,19.3689,22/01/2026 21:22,17.4617,TS,2,7.2874,,9.44,7.54,1.98,0.07,7.47,1.93,0.03,2.84,4.74,2.81,0.21,0.26,1.99,1.58,2.66,0.41,0.69,sand,
501,M0111,B,120,R,1,38,40,M0111-B-120-1,"501-M0111-B-120-1,38-40",296.01,296.03,203,10.0562,20.397,22/01/2026 22:15,18.1989,TS,1,7.6232,,10.34,8.14,2.28,0.08,8.06,2.22,0.04,3.11,5.3,3.08,0.22,0.28,1.95,1.52,2.62,0.42,0.72,sand,
501,M0111,B,121,R,1,45,47,M0111-B-121-1,"501-M0111-B-121-1,45-47",299.13,299.15,204,9.9425,18.5939,22/01/2026 22:15,16.4969,TS,2,7.0216,,8.65,6.55,2.17,0.08,6.48,2.12,0.03,2.56,4.65,2.53,0.25,0.34,1.86,1.39,2.56,0.46,0.84,clay,
501,M0111,B,122,R,1,38,40,M0111-B-122-1,"501-M0111-B-122-1,38-40",301.52,301.54,205,9.6086,17.1372,22/01/2026 22:15,15.6331,TS,3,6.5851,,7.53,6.02,1.56,0.05,5.97,1.52,0.02,2.28,3.77,2.25,0.21,0.26,1.99,1.58,2.65,0.4,0.68,clay,
501,M0111,B,125,R,1,38,40,M0111-B-125-1,"501-M0111-B-125-1,38-40",306.71,306.73,207,9.772,20.4003,23/01/2026 08:32,18.7097,TS,2,7.7513,,10.63,8.94,1.75,0.06,8.88,1.71,0.03,3.37,5.05,3.34,0.16,0.2,2.1,1.76,2.66,0.34,0.51,sand,
501,M0111,B,126,R,1,33,35,M0111-B-126-1,"501-M0111-B-126-1,33-35",307.41,307.43,208,10.0436,18.5306,23/01/2026 08:32,16.1489,TS,3,6.9479,,8.49,6.11,2.47,0.09,6.02,2.41,0.04,2.44,4.82,2.41,0.29,0.41,1.76,1.25,2.5,0.5,1,clay,
501,M0111,B,127,R,1,38,40,M0111-B-127-1,"501-M0111-B-127-1,38-40",310.51,310.53,209,9.6794,19.4734,23/01/2026 08:32,17.2522,TS,5,7.2672,,9.79,7.57,2.3,0.08,7.49,2.25,0.04,2.93,5.14,2.89,0.24,0.31,1.91,1.46,2.59,0.44,0.78,clay,
501,M0111,B,128,R,1,41,43,M0111-B-128-1,"501-M0111-B-128-1,41-43",314.7,314.72,230,9.805,20.1222,23/01/2026 10:37,18.0108,TS,3,7.5028,,10.32,8.21,2.19,0.08,8.13,2.14,0.03,3.11,5.21,3.07,0.21,0.27,1.98,1.56,2.65,0.41,0.7,clay,
501,M0111,B,129,R,1,46,48,M0111-B-129-1,"501-M0111-B-129-1,46-48",316.29,316.31,231,9.8868,20.9123,23/01/2026 10:37,18.6494,TS,5,7.6544,,11.03,8.76,2.34,0.08,8.68,2.29,0.04,3.22,5.47,3.18,0.21,0.27,2.01,1.59,2.73,0.42,0.72,clay,
501,M0111,B,130,R,1,77,79,M0111-B-130-1,"501-M0111-B-130-1,77-79",319.65,319.67,232,9.8775,18.2667,23/01/2026 10:37,16.4052,TS,1,6.9324,,8.39,6.53,1.93,0.07,6.46,1.88,0.03,2.5,4.36,2.47,0.23,0.3,1.93,1.48,2.61,0.43,0.76,sand,
501,M0111,B,131,R,1,38,40,M0111-B-131-1,"501-M0111-B-131-1,38-40",322.31,322.33,233,9.9605,17.9155,23/01/2026 11:27,16.4984,TS,5,6.9432,,7.96,6.54,1.47,0.05,6.49,1.43,0.02,2.48,3.89,2.45,0.18,0.23,2.05,1.67,2.64,0.37,0.58,clay,
501,M0111,B,132,R,1,2,4,M0111-B-132-1,"501-M0111-B-132-1,2-4",323.85,323.87,234,10.0063,16.3762,23/01/2026 11:27,14.7271,TS,1,6.3068,,6.37,4.72,1.71,0.06,4.66,1.67,0.03,1.82,3.46,1.79,0.27,0.37,1.84,1.35,2.6,0.48,0.93,clay,
501,M0111,B,133,R,1,38,40,M0111-B-133-1,"501-M0111-B-133-1,38-40",326.51,326.53,235,9.9943,16.159,23/01/2026 11:27,14.521,TS,2,6.1589,,6.16,4.53,1.7,0.06,4.47,1.66,0.03,1.68,3.31,1.65,0.28,0.38,1.86,1.35,2.71,0.5,1,sand,
501,M0111,B,134,R,1,30,32,M0111-B-134-1,"501-M0111-B-134-1,30-32",329.28,329.3,236,9.8712,21.7986,23/01/2026 13:22,19.8656,MS,1,8.2341,,11.93,9.99,2,0.07,9.92,1.96,0.03,3.81,5.73,3.78,0.17,0.2,2.08,1.73,2.63,0.34,0.52,sand,
501,M0111,B,135,R,1,41,43,M0111-B-135-1,"501-M0111-B-135-1,41-43",331.24,331.26,237,9.8347,19.6396,23/01/2026 13:24,18.0123,MS,2,7.4956,,9.8,8.18,1.69,0.06,8.12,1.65,0.03,3.09,4.71,3.06,0.17,0.21,2.08,1.73,2.65,0.35,0.54,sand,
501,M0111,B,137,R,1,38,40,M0111-B-137-1,"501-M0111-B-137-1,38-40",332.96,332.98,238,9.924,17.6579,23/01/2026 13:26,16.148,MS,3,6.8113,,7.73,6.22,1.56,0.05,6.17,1.53,0.02,2.36,3.86,2.34,0.2,0.25,2,1.6,2.64,0.4,0.65,sand,
501,M0111,B,138,R,1,38,40,M0111-B-138-1,"501-M0111-B-138-1,38-40",335.36,335.38,239,10.0279,17.2626,23/01/2026 13:46,15.7719,MS,2,6.6338,,7.23,5.74,1.54,0.05,5.69,1.51,0.02,2.14,3.62,2.11,0.21,0.27,2,1.57,2.69,0.42,0.71,sand,
501,M0111,B,139,R,1,38,40,M0111-B-139-1,"501-M0111-B-139-1,38-40",336.71,336.73,270,9.7308,18.9089,23/01/2026 13:46,16.9849,MS,3,7.0975,,9.18,7.25,1.99,0.07,7.18,1.95,0.03,2.73,4.65,2.7,0.22,0.28,1.97,1.55,2.66,0.42,0.72,sand,
501,M0111,B,140,R,1,35,37,M0111-B-140-1,"501-M0111-B-140-1,35-37",338.38,338.4,271,9.9113,19.1517,23/01/2026 13:46,17.8282,MS,5,7.4609,,9.24,7.92,1.37,0.05,7.87,1.34,0.02,3.02,4.33,2.99,0.15,0.17,2.13,1.82,2.63,0.31,0.45,sand,cemennted
501,M0111,B,144,R,1,18,20,M0111-B-144-1,"501-M0111-B-144-1,18-20",344.61,344.63,1,9.8663,19.2977,23/01/2026 15:09,17.7547,MS,3,7.4247,,9.43,7.89,1.6,0.06,7.83,1.56,0.03,3,4.54,2.98,0.17,0.2,2.08,1.73,2.63,0.34,0.52,sand,
501,M0111,B,147,R,1,38,40,M0111-B-147-1,"501-M0111-B-147-1,38-40",346.51,346.53,2,9.4933,18.2957,23/01/2026 15:09,16.9095,MS,5,7.0655,,8.8,7.42,1.44,0.05,7.37,1.4,0.02,2.81,4.19,2.79,0.16,0.2,2.1,1.76,2.64,0.33,0.5,sand,
501,M0111,B,151,R,1,50,52,M0111-B-151-1,"501-M0111-B-151-1,50-52",350.53,350.55,3,9.7539,18.7707,23/01/2026 15:09,17.5026,MS,1,7.3328,,9.02,7.75,1.31,0.05,7.7,1.28,0.02,2.96,4.22,2.94,0.15,0.17,2.14,1.82,2.62,0.3,0.44,sand,
501,M0111,B,149,R,1,38,40,M0111-B-149-1,"501-M0111-B-149-1,38-40",348.41,348.43,8,9.5216,19.6174,23/01/2026 15:55,17.3269,MS,5,7.3004,,10.1,7.81,2.37,0.08,7.72,2.32,0.04,3.03,5.31,2.99,0.24,0.31,1.9,1.45,2.58,0.44,0.77,sand,
501,M0111,B,152,R,1,28,30,M0111-B-152-1,"501-M0111-B-152-1,28-30",351.56,351.58,9,9.5977,20.6676,23/01/2026 15:55,18.687,MS,1,7.7686,,11.07,9.09,2.05,0.07,9.02,2,0.03,3.46,5.44,3.43,0.19,0.23,2.04,1.66,2.63,0.37,0.58,sand,
501,M0111,B,154,R,1,18,20,M0111-B-154-1,"501-M0111-B-154-1,18-20",353.76,353.78,10,9.9909,17.9189,23/01/2026 15:55,16.8444,MS,2,7.0787,,7.93,6.85,1.11,0.04,6.81,1.09,0.02,2.6,3.67,2.58,0.14,0.16,2.16,1.86,2.64,0.3,0.42,sand,
501,M0111,B,155,R,1,49,51,M0111-B-155-1,"501-M0111-B-155-1,49-51",356.04,356.06,4,9.4749,19.0988,23/01/2026 18:05,17.2475,MS,1,7.0865,,9.62,7.77,1.92,0.07,7.71,1.87,0.03,2.84,4.68,2.81,0.2,0.25,2.06,1.65,2.74,0.4,0.67,clay,
501,M0111,B,157,R,1,38,40,M0111-B-157-1,"501-M0111-B-157-1,38-40",361.21,361.23,6,9.8908,17.117,23/01/2026 18:05,15.5135,MS,2,6.5204,,7.23,5.62,1.66,0.06,5.56,1.62,0.03,2.09,3.68,2.06,0.23,0.3,1.96,1.51,2.7,0.44,0.79,clay,
501,M0111,B,158,R,1,43,45,M0111-B-158-1,"501-M0111-B-158-1,43-45",362.16,362.18,7,9.8834,20.8619,23/01/2026 18:05,18.1652,MS,3,7.3907,,10.98,8.28,2.79,0.1,8.18,2.73,0.04,2.96,5.64,2.91,0.25,0.34,1.95,1.45,2.81,0.48,0.94,clay,
501,M0111,B,159,R,1,3,5,M0111-B-159-1,"501-M0111-B-159-1,3-5",364.81,364.83,272,10.0933,20.5949,23/01/2026 18:10,18.0163,MS,2,7.4437,,10.5,7.92,2.67,0.09,7.83,2.61,0.04,2.92,5.48,2.88,0.25,0.34,1.91,1.43,2.72,0.48,0.91,clay,
501,M0111,B,160,R,1,38,40,M0111-B-160-1,"501-M0111-B-160-1,38-40",366.46,366.48,273,9.643,19.2993,23/01/2026 18:10,17.9896,MS,3,7.4787,,9.66,8.35,1.36,0.05,8.3,1.33,0.02,3.15,4.46,3.13,0.14,0.16,2.17,1.86,2.65,0.3,0.42,sand,
501,M0111,B,161,R,1,38,40,M0111-B-161-1,"501-M0111-B-161-1,38-40",369.21,369.23,274,9.9089,19.1825,23/01/2026 18:10,17.5614,MS,5,7.345,,9.27,7.65,1.68,0.06,7.59,1.64,0.03,2.9,4.52,2.88,0.18,0.22,2.05,1.68,2.64,0.36,0.57,clay,
501,M0111,B,165,R,1,38,40,M0111-B-165-1,"501-M0111-B-165-1,38-40",378.36,378.38,275,9.7669,21.488,23/01/2026 19:42,19.2181,MS,2,7.9199,,11.72,9.45,2.35,0.08,9.37,2.3,0.04,3.54,5.8,3.5,0.2,0.25,2.02,1.62,2.67,0.4,0.66,,
501,M0111,B,166,R,1,42,44,M0111-B-166-1,"501-M0111-B-166-1,42-44",381.45,381.47,276,9.9183,19.5184,23/01/2026 19:42,17.431,MS,5,7.0877,,9.6,7.51,2.16,0.08,7.44,2.11,0.03,2.64,4.72,2.61,0.23,0.29,2.03,1.58,2.85,0.45,0.81,,
