Expedition,Site,Hole,Core,Core type,Section,Sample Top Depth in Section [cm],Sample Bottom in Section [cm],Combined ID,Sampling type,Top Depth of Sample [m b.s.f.],Salinity [‰],NH4 [mM],pH [-],Alkalinity [mM],H2S  [mmol],Cl [mM],SO4 [mM],Br [mM],Al [µM],B [µM],Ba [µM],Ca [mM],Fe [µM],K [mM],Li [µM],Mg [mM],Mn [µM],Mo [µM],Na [mM],Ni [µM],P [µM],S [mM],Si [µM],Sr [µM],Comments,Combined ID,Sample Size,Top Depth of Sample [m b.s.f.],Lithology,Disturbance,Core image Evaluation (onshore) Reviewer 1 Thomas,Core image Evaluation (onshore) Reviewer 2 Rebecca,Core image Evaluation (onshore) Reviewer 3 Takeshi,Core image offshore Thomas,contamination Thomas and Rebecca,Medium confidence Rebecca,contamination Takeshi,Contamination all               (all 3 vote for contamination),Medium confidence     (min 1 and max 2 vote for contamination),Contamination,comment
501,M0111,C,32,R,1,20,25,501_M0111_C_032R_1_WR:20-25_1,IWRH1,213.56,28.12,0.08,7.81,2.64,,435.500,22.014,0.644,0.371,357.354,1.813,9.444,8.648,7.627,19.164,38.301,3.058,0.177,335.798,0.716,2.971,20.543,98.896,96.827,For alkalinity average was calculated,501_M0111_C_032R_1_WR:20-25_1,20,213.56,med sand,high,YIKES,,"laminations of sand, highly disturbed",lot of water in the liner,Y,,Y,Y,,YY,
501,M0111,C,33,R,1,90,95,501_M0111_C_033R_1_WR:90-95_1,IWRH2,217.26,9.58,0.07,7.82,3.70,0.000,146.061,7.457,0.220,0.704,343.848,1.267,8.386,1.074,7.568,14.986,38.116,1.511,0.063,343.758,0.716,3.132,21.120,71.022,66.674,,501_M0111_C_033R_1_WR:90-95_1,20,217.26,sand,slight,"looks like medium sand with coarse particles, water at the liner",,"laminations of sand with pebbles, disturbed",lot of water in the liner,Y,,Y,Y,,YY,
501,M0111,C,33,R,1,60,65,501_M0111_C_033R_2_WR:60-65_1,IWRH3,218.39,30.11,,7.83,2.68,,,,,,,,,,,,,,,,,,,,,,501_M0111_C_033R_2_WR:60-65_1,20,218.39,sand,slight,"looks better than the one above (which has lower salinity) , above little water observable",,"laminations of sand with pebbles, disturbed",lot of water in the liner,Y,,Y,Y,,YY,
501,M0111,C,39,R,1,55,60,501_M0111_C_039R_1_WR:55-60_1,IWSQ3,229.91,3.64,,7.95,3.78,,,,,,,,,,,,,,,,,,,,,,501_M0111_C_039R_1_WR:55-60_1,20,229.91,clay,slight,above: consolidated clay,,compacted (not hard) silt,,,,,,,,
501,M0111,C,39,R,1,60,66,501_M0111_C_039R_1_WR:60-66_1,IWSQ2,229.96,3.59,0.03,7.97,3.95,0.000,47.59706629,3.223642079,0.068962453,,,,,,,,,,,,,,,,,,501_M0111_C_039R_1_WR:60-66_1,20,229.96,clay,slight,above: consolidated clay,,compacted (not hard) silt,,,,,,,,"IC: DF 5, sampling ID A147"
501,M0111,C,39,R,1,86,94,501_M0111_C_039R_1_WR:86-94_1,IWSQ1,230.22,3.43,,8.05,4.02,,47.15953456,3.207870631,0.068700876,0.000,445.421,0.153,0.388,0.054,1.131,3.170,1.563,0.200,0.094,53.328,0.375,3.423,3.163,151.549,4.314,,501_M0111_C_039R_1_WR:86-94_1,20,230.22,clay,slight,above: consolidated clay,,compacted (not hard) silt,,,,,,,,"IC: DF 5, sampling ID A148"
501,M0112,A,1,H,1,55,61,501_M0112_A_001H_1_W:55-61_1,IWRH1,0.55,31.96,,7.72,6.18,,512.455,24.095,0.779,0.815,443.663,0.109,9.379,0.716,10.795,24.784,48.211,0.655,0.000,462.810,0.937,95.576,23.830,549.306,81.077,,501_M0112_A_001H_1_W:55-61_1,20,0.55,sand,moderate,"poorly sorted, shell fragments, some water","some shells, disturbed sands above","loose sand, disturbed",,,,Y,,Y,Y,
501,M0112,A,1,H,1,65,71,501_M0112_A_001H_1_W:65-71_1,IWSQ1,0.65,32.40,0.31,7.90,8.23,0.157,515.772,23.138,0.779,0.259,454.024,0.255,9.329,1.038,11.425,23.343,47.923,0.237,0.000,460.200,0.665,73.103,23.079,627.625,81.340,,501_M0112_A_001H_1_W:65-71_1,20,0.65,sand,moderate,"poorly sorted, shell fragments, some water","shells and sands above, core appears to not be fully filled","loose sand, disturbed",,,,Y,,Y,Y,
501,M0112,A,2,H,1,144,150,501_M0112_A_002H_1_WR:144-150_1,IWSQ2,3.65,32.34,0.28,7.81,6.34,0.330,511.515,24.086,0.768,,,,,,,,,,,,,,,,,,501_M0112_A_002H_1_WR:144-150_1,20,3.65,fine sand ,moderate,"above: fine sand, some water","core appears not fully in middle section, Rhizon area ok","loose sand, disturbed",,,,Y,,Y,Y,
501,M0112,A,3,H,2,20,25,501_M0112_A_003H_2_WR:20-25_1,IWRH3,6.72,32.23,,7.66,5.11,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_003H_2_WR:20-25_1,20,6.72,medium sand,moderate,"looks like coarse sand, slightly sunken in","looks not full, sediment has shifted?","loose sand, disturbed",,,,Y,,Y,Y,
501,M0112,A,5,H,1,100,105,501_M0112_A_005H_1_WR:100-105_1,IWRH1,10.25,32.34,0.18,7.84,4.86,,510.528,24.964,0.782,0.111,402.868,0.117,8.932,0.340,9.522,18.156,46.442,0.546,0.021,404.350,0.392,15.660,22.424,173.051,72.746,,501_M0112_A_005H_1_WR:100-105_1,20,10.25,fine sand,moderate,"coherent above and below, water on top","looks not full, sediment has shifted?","loose sand, disturbed",,,,Y,,Y,Y,
501,M0112,A,7,H,2,40,45,501_M0112_A_007H_2_WR:40-45_1,IWRH2,14.11,32.29,0.17,7.71,4.54,0.402,511.869,25.206,0.766,0.000,434.690,0.146,9.336,0.000,10.499,21.326,48.457,0.491,0.167,459.765,0.085,15.111,25.050,118.583,79.925,,501_M0112_A_007H_2_WR:40-45_1,20,14.11,fine sand,moderate,"coherent above and below, water between sediment and liner",some what coarse sediment; looks fullish,"loose sand, highly disturbed",,,,Y,,Y,Y,
501,M0112,A,8,H,2,45,50,501_M0112_A_008H_2_WR:45-50_1,IWRHx,16.52,32.12,0.17,7.63,4.36,0.332,511.406,25.303,0.777,0.000,431.082,0.189,9.261,0.000,10.384,19.741,47.799,0.510,0.156,448.891,0.545,16.597,24.582,99.786,78.898,,501_M0112_A_008H_2_WR:45-50_1,200,16.52,fine sand,moderate,coherent above and below,potential for some water between sediment and liner,"loose sand, disturbed",,,,Y,,Y,Y,
501,M0112,A,8,H,2,70,75,501_M0112_A_008H_2_WR:70-75_1,IWRH3,16.77,32.01,0.17,7.78,4.41,,510.668,25.198,0.761,0.148,411.841,0.197,9.331,0.054,10.448,20.317,48.211,0.673,0.000,454.980,0.562,15.919,24.825,100.748,79.651,,501_M0112_A_008H_2_WR:70-75_1,200,16.77,fine sand,moderate,"coherent above and below, water between sediment and liner",potential for some water between sediment and liner,"loose sand, disturbed",,,,Y,,Y,Y,
501,M0112,A,10,H,1,90,95,501_M0112_A_010H_1_WR:90-95_1,IWRH1,20.77,32.24,0.15,7.55,4.21,0.298,512.641,25.363,0.770,0.000,460.777,0.248,9.304,0.036,10.486,20.173,47.964,0.764,0.083,451.066,0.886,9.041,24.903,124.208,80.142,,501_M0112_A_010H_1_WR:90-95_1,20,20.77,coarse sand,slight,"looks like medium sand, water",core not full in the middle section,"loose sand, disturbed",,,,Y,,Y,Y,
501,M0112,A,11,H,2,75,80,501_M0112_A_011H_2_WR:75-80_1,IWRH2,23.54,32.13,0.14,7.95,5.31,0.003,511.852,25.118,0.766,0.037,394.912,0.248,9.329,0.143,10.235,19.452,48.252,1.037,0.000,463.680,0.903,8.428,24.894,124.742,79.240,,501_M0112_A_011H_2_WR:75-80_1,20,23.54,medium sand,slight,coherent above and below,"liner not full, water?","loose sand, disturbed",,,,Y,,Y,Y,
501,M0112,A,14,H,1,110,115,501_M0112_A_014H_1_WR:110-115_1,IWRH3,25.43,31.87,,7.68,4.13,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_014H_1_WR:110-115_1,20,25.43,medium sand,slight,"coherent above and below, medium to coarse sand",Rhizon area looks good,loose coarse sand,,,,Y?,,Y,Y,
501,M0112,A,15,H,1,125,130,501_M0112_A_015H_1_W:125-130_1,IWRH1,27.04,31.87,0.14,7.79,4.37,0.260,510.053,25.153,0.764,0.000,402.405,0.262,9.326,0.000,9.921,20.749,48.375,1.110,0.000,458.460,0.545,5.263,24.888,124.066,79.149,,501_M0112_A_015H_1_W:125-130_1,20,27.04,medium sand,slight,"medium sand, slightly sunken in, water",Rhizon area not quite full,"loose sand, highly disturbed",,,,Y,,Y,Y,
501,M0112,A,16,H,1,125,130,501_M0112_A_016H_1_WR:125-130_1,IWRH2,28.92,31.71,0.12,7.90,4.45,0.025,481.352,23.659,0.719,0.000,396.300,0.248,9.202,0.054,9.913,18.732,47.470,0.965,0.000,449.326,1.431,6.910,24.373,119.687,77.745,,501_M0112_A_016H_1_WR:125-130_1,20,28.92,medium sand,slight,"water incursion at liner interface, coherent above and below",looks ok,"loose sand, disturbed",,,,Y,,Y,Y,
501,M0112,A,17,H,1,45,50,501_M0112_A_017H_1_WR:45-50_1,IWRH3,29.93,31.76,,8.58,4.32,0.000,,,,,,,,,,,,,,,,,,,,,501_M0112_A_017H_1_WR:45-50_1,20,29.93,very coarse sand,slight,"coarse, not full, water",core very empty at Rhizon area,"loose sand, highly disturbed",,,,Y,,Y,Y,
501,M0112,A,21,H,2,20,25,501_M0112_A_021H_2_WR:20-25_1,IWRHx,36.51,30.16,,8.13,4.68,,495.081,24.263,0.743,0.890,382.979,0.248,8.902,0.107,9.606,19.020,46.360,0.673,0.000,438.886,1.244,4.036,23.805,144.571,76.101,,501_M0112_A_021H_2_WR:20-25_1,20,36.51,medium sand,slight,"coherant above and below, no disturbance at the sampling interval",looks ok,loose sand,,,,Y?,,Y,Y,
501,M0112,A,23,H,1,142,148,501_M0112_A_023H_1_WR:142-148_1,IWSQ1,40.01,31.86,,7.99,4.40,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_023H_1_WR:142-148_1,20,40.01,fine sand,slight,"above: looks disturbed, water",hard to tell but looks ok to me,compacted (not hard) sand,,,,,,,,
501,M0112,A,24,H,1,105,110,501_M0112_A_024H_1_WR:105-110_1,IWRH2,42.43,31.32,0.10,7.77,3.80,0.000,501.593,24.843,0.749,0.000,349.676,0.306,10.095,2.113,10.056,21.182,47.018,5.315,0.271,449.761,0.682,1.421,24.729,331.470,79.913,,501_M0112_A_024H_1_WR:105-110_1,20,42.43,medium sand,slight,lot of water between sediment and liner,potential for water beween liner and sediment,"loose sand, highly disturbed",,,,Y,,Y,Y,
501,M0112,A,25,H,1,100,105,501_M0112_A_025H_1_WR:100-105_1,IWRH3,45.14,31.70,,7.95,3.19,,502.718,24.995,0.750,,,,,,,,,,,,,,,,,,501_M0112_A_025H_1_WR:100-105_1,20,45.14,medium sand ,moderate,"sediment look like washed in, water","coarsish sediment, may a bit of water on top ","loose sand, highly disturbed",,,,Y,,Y,Y,
501,M0112,A,31,H,1,125,130,501_M0112_A_031H_1_WR:125-130_1,IWRHx,51.21,31.77,0.01,8.42,3.31,,489.619,24.737,0.720,,,,,,,,,,,,,,,,,,501_M0112_A_031H_1_WR:125-130_1,20,51.21,very coarse sand,moderate,"coarse, dark, not full","core not full, very coarse sediment","loose granules and very coarse sand, highly disturbed",,,,Y,,Y,Y,
501,M0112,A,32,H,2,30,35,501_M0112_A_032H_2_WR:30-35_1,IWRH1,53.25,31.70,,7.79,4.12,,502.777,24.765,0.747,0.148,371.970,0.255,9.696,55.721,10.023,19.741,46.894,5.133,0.073,442.801,0.903,4.488,24.563,230.224,79.023,,501_M0112_A_032H_2_WR:30-35_1,20,53.25,medium sand ,moderate,"coherent above and below, water above and below","liner not really full, maybe slightly better at IW","loose sand, highly disturbed",,,,Y,,Y,Y,
501,M0112,A,33,H,2,30,35,501_M0112_A_033H_2_WR:30-35_1,IWRH2,54.81,31.65,0.11,7.82,3.94,0.000,502.367,24.838,0.757,,,,,,,,,,,,,,,,,,501_M0112_A_033H_2_WR:30-35_1,20,54.81,medium sand ,moderate,"coherent above and below, water at the sediment-liner interface",partially full along full length of core,"loose sand, highly disturbed",,,Y,Y,,Y,Y,
501,M0112,A,36,R,1,145,150,501_M0112_A_036R_1_WR:145-150_1,IWSQ3,57.75,28.51,,7.87,3.67,,449.423,22.196,0.670,0.000,369.473,0.335,9.082,8.791,9.854,17.291,39.922,3.640,0.063,398.043,0.835,5.231,21.878,123.211,74.093,,501_M0112_A_036R_1_WR:145-150_1,20,57.75,fine sand,moderate,above: consolidated,coherent mud/clay above IW,"lamination of sand, disturbed",,,,Y?,,Y,Y,
501,M0112,A,39,R,1,71,76,501_M0112_A_039R_1_WR:71-76_1,IWSQx,61.22,23.72,0.17,7.84,4.00,,366.959,17.078,0.552,0.556,420.167,0.299,7.987,13.268,6.867,13.545,32.624,2.111,0.240,324.663,0.988,4.101,17.105,197.294,65.396,,501_M0112_A_039R_1_WR:71-76_1,20,61.22,clay,slight,above: consolidated,coherent mud/clay above IW,compacted (not hard) clayey silt,,,,,,,,
501,M0112,A,40,H,1,95,100,501_M0112_A_040R_1_WR:95-100_1,IWSQ1,63.16,21.14,,7.85,3.68,,330.376,15.126,0.499,0.000,415.356,0.299,7.161,17.744,6.422,10.663,28.227,1.547,0.417,291.518,0.239,1.518,15.143,184.443,58.069,,501_M0112_A_040R_1_WR:95-100_1,20,63.16,clay,slight,above: consolidated,coherent mud/clay above IW,compacted (not hard) clayey silt,,,,,,,,
501,M0112,A,43,H,1,74,80,501_M0112_A_043H_1_WR:74-80_1,IWSQ2,69.08,15.54,0.23,8.10,4.44,0.000,238.178,11.137,0.354,0.000,359.482,0.350,4.157,7.556,5.875,7.781,16.220,0.346,0.573,219.791,0.545,3.939,10.708,140.869,36.407,,501_M0112_A_043H_1_WR:74-80_1,20,69.08,silt,moderate,"above: consolidated, little washed in sediment","some washed out sediment above IW, coherent below","compacted (not hard) silt and sand, bioturbated",,,Y,Y?,,Y,Y,
501,M0112,A,46,H,1,80,85,501_M0112_A_046H_1_WR:80-85_1,IWSQ3,71.91,13.02,,8.00,4.92,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_046H_1_WR:80-85_1,20,71.91,silt,slight,above: consolidated,coherent mud/clay above and below,compacted (not hard) silt,,,,,,,,
501,M0112,A,47,H,1,20,25,501_M0112_A_047H_1_WR:20-25_1,IWRHx,72.38,12.58,,8.13,5.03,,186.900,9.632,0.282,0.000,345.328,0.189,3.281,5.264,4.593,4.323,12.620,0.255,0.625,190.866,0.290,2.971,10.031,138.483,29.137,,501_M0112_A_047H_1_WR:20-25_1,20,72.38,silt,slight,"consolidated at sampling location, above and below lot of cracks, some with water","thin washed out layers, possibly from cutting core","lamination of sand and silt, disturbed",,,,Y,,Y,Y,
501,M0112,A,50,R,1,123,130,501_M0112_A_050R_1_WR:123-130_1,IWSQ1,76.62,10.33,0.13,8.03,5.39,0.000,149.145,9.411,0.220,0.741,390.194,0.226,2.223,0.859,3.251,4.467,8.675,0.146,0.813,161.592,0.750,3.972,9.626,171.200,20.235,,501_M0112_A_050R_1_WR:123-130_1,20,76.62,clay,,above: laminated with some cracks,"thin washed out layers, possibly from cutting core, more consolidated below","lamination of sand and silt, disturbed",,,,Y?,,Y,Y,
501,M0112,A,51,R,1,143,150,501_M0112_A_051R_1_WR:143-150_1,IWSQ2,78.67,8.68,,8.07,5.54,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_051R_1_WR:143-150_1,20,78.67,clay,none,above: consolidated,coherent above and below,compacted (not hard) clay,,,,,,,,
501,M0112,A,52,R,2,79,85,501_M0112_A_052R_2_WR:79-85_1,IWSQ3,82.5,7.09,0.06,8.05,5.80,0.000,,,,,,,,,,,,,,,,,,,,,501_M0112_A_052R_2_WR:79-85_1,20,82.5,clay,slight,"above: consolidated, layering visible",coherent above,compacted (not hard) clay,,,,,,,,
501,M0112,A,53,R,1,66,72,501_M0112_A_053R_1_WR:66-72_1,IWSQ1,83.87,6.34,,8.27,5.10,,88.879,8.138,0.128,0.037,17.391,0.000,0.062,0.018,0.087,0.144,0.232,0.000,0.063,5.207,0.000,0.226,0.419,9.576,0.514,,501_M0112_A_053R_1_WR:66-72_1,20,83.87,clay,none,"above: consolidated, layering visible",coherent mud/clay above,compacted (not hard) clay,,,,,,,,
501,M0112,A,55,R,1,112,118,501_M0112_A_055R_1_WR:112-118_1,IWSQ2,88.83,9.41,0.14,8.12,4.34,0.000,,,,,,,,,,,,,,,,,,,,,501_M0112_A_055R_1_WR:112-118_1,20,88.83,clay,slight,above: consolidated,coherent above and below,compacted (not hard) clay,,,,,,,,
501,M0112,A,56,R,1,142,148,501_M0112_A_056R_1_WR:142-148_1,IWSQ3,90.63,5.31,,8.17,4.54,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_056R_1_WR:142-148_1,20,90.63,clay,slight,above: consolidated,coherent above,compacted (not hard) clay,,,,,,,,
501,M0112,A,57,R,2,36,43,501_M0112_A_057R_2_WR:36-43_1,IWSQ1,92.3,5.10,,7.98,4.20,,76.240,3.737,0.116,0.000,239.038,0.299,1.644,0.842,1.773,3.890,5.594,0.473,0.344,78.556,0.733,5.489,4.148,191.278,12.760,,501_M0112_A_057R_2_WR:36-43_1,20,92.3,clay,none,above: consolidated,coherent above,compacted (not hard) clay,,,,,,,,
501,M0112,A,58,R,1,100,106,501_M0112_A_058R_1_WR:100-106_1,IWSQ2,93.21,7.54,0.12,8.00,3.40,0.000,,,,,,,,,,,,,,,,,,,,,501_M0112_A_058R_1_WR:100-106_1,20,93.21,clay,none,above: consolidated with some cracks,coherent above and below,compacted (not hard) clay,lot of water in the liner,,,,,,,
501,M0112,A,62,H,2,20,25,501_M0112_A_062H_2_WR:20-25_1,IWRH3,98.81,26.04,,8.17,2.76,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_062H_2_WR:20-25_1,20,98.81,gravel,none,"loose and very wet, water ","gravel,shells, loose","loose sand, pebble-gravel, disturbed",water in liner and at the Rhizonelocation,Y,,Y,Y,,YY,
501,M0112,A,67,H,1,6,8,501_M0112_A_067H_1_WR:6-8_1,IWRHx,102.39,15.92,0.28,8.11,2.16,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_067H_1_WR:6-8_1,20,102.39,coarse sand ,slight,"coarse sediment, consolidation ok, but water","consolidated sand, would not trust","loose very coarse sand, disturbed",water in liner and at the Rhizonelocation,Y,,Y,Y,,YY,
501,M0112,A,86,H,1,125,130,501_M0112_A_086H_1_WR:125-130_1,IWRHx,123.37,23.91,0.19,7.83,2.96,0.000,378.826,20.675,0.559,0.000,122.017,0.240,10.404,13.626,6.647,11.383,40.798,3.331,0.000,317.529,1.056,1.033,20.109,95.123,75.234,,501_M0112_A_086H_1_WR:125-130_1,20,123.37,coarse sand ,None,"sand, little sunken in, water?",loose sand,"loose sand, disturbed",sunken in at Rhizones,Y,,Y,Y,,YY,
501,M0112,A,89,H,1,60,66,501_M0112_A_089H_1_WR:60-66_1,IWSQ1,125.07,24.12,0.20,7.61,2.57,0.000,381.717,20.560,0.557,4.967,261.702,0.408,10.694,4.620,7.074,14.409,39.473,2.639,0.208,319.748,1.176,0.097,20.256,105.874,78.452,,501_M0112_A_089H_1_WR:60-66_1,20,125.07,silt,slight,"above: cracked black mud, shell fragments, some water at the bottom?","mud and shells, sand below???",compacted (not hard) silt,lot of water in the liner,Y,,Y,Y,,YY,"If the preparation (core shaving) was done appropreately, contamination not occurred."
501,M0112,A,91,H,2,94,101,501_M0112_A_091H_2_WR:94-101_1,IWSQ2,127.82,22.06,0.20,7.78,2.41,0.000,359.927,19.383,0.533,0.074,136.818,0.379,9.516,0.394,6.284,9.942,39.831,2.202,0.083,277.294,0.017,1.162,18.372,97.615,69.333,,501_M0112_A_091H_2_WR:94-101_1,20,127.82,fine sand,slight,"Not Full, water",partially full along full length of core,"loose sand, disturbed",water in liner,Y,,Y,Y,,YY,
501,M0112,A,93,H,2,45,50,501_M0112_A_093H_2_WR:45-50_1,IWRH3,132.68,19.49,0.19,7.67,1.83,0.000,317.332,17.677,0.472,0.297,137.743,0.226,8.688,47.932,5.949,10.663,37.886,4.314,0.000,254.545,0.579,3.972,17.436,107.049,69.722,,501_M0112_A_093H_2_WR:45-50_1,20,132.68,silt,slight,"Not Full (loose), water","sloppy core, water ?","loose sand, highly disturbed",lot of water in the liner,Y,,Y,Y,,YY,
501,M0112,A,96,H,1,76,82,501_M0112_A_096H_1_WR:76-82_1,IWSQ1,138.98,9.57,,7.69,1.37,,157.422,4.640,0.240,0.482,424.699,0.451,2.330,2.346,3.962,8.213,12.308,2.821,0.000,144.367,1.397,0.000,4.963,131.719,21.639,,501_M0112_A_096H_1_WR:76-82_1,20,138.98,clay,,above: consolidated,"coherent above, blocky pieces below",compacted (not hard) lamination of silt and sand,liner properly filled,,,,,,,
501,M0112,A,99,R,1,114,121,501_M0112_A_099R_1_WR:114-121_1,IWSQ2,142.35,8.25,0.09,7.76,2.20,0.000,135.279,3.512,0.205,,,,,,,,,,,,,,,,,,501_M0112_A_099R_1_WR:114-121_1,20,142.35,silt,none,above: consolidated,coherent above and below,compacted (not hard) silt,,,,,,,,
501,M0112,A,101,R,2,50,57,501_M0112_A_101R_2_WR:50-57_1,IWSQ3,144.9,3.63,,7.84,2.63,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_101R_2_WR:50-57_1,20,144.9,silt,none,above: consolidated,coherent above and below,compacted (not hard) silt,,,,,,,,
501,M0112,A,103,R,1,82,88,501_M0112_A_103R_1_WR:82-88_1,IWSQ1,149.03,2.53,,9.23,3.57,,34.240,1.071831866,0.052,1.149,236.540,0.714,0.169,0.251,1.310,1.585,0.766,0.000,0.313,41.100,0.375,1.453,1.096,63.759,1.689,,501_M0112_A_103R_1_WR:82-88_1,20,149.03,fine sand,moderate,above: consolidated,coherent above,compacted (not hard) silt,,,,,,,,"IC: DF 5, sampling ID 186"
501,M0112,A,111,H,1,40,45,501_M0112_A_111H_1_WR:40-45_1,IWRH2,155.89,2.17,0.01,8.16,4.04,0.000,26.306,1.532041513,0.039,0.704,327.105,0.000,0.224,0.430,0.868,1.009,1.032,0.036,0.250,34.258,0.699,10.591,1.534,116.803,2.237,,501_M0112_A_111H_1_WR:40-45_1,20,155.89,medium sand,moderate,coherent above and below,loose sand,"loose sand, highly disturbed",,,,Y,,Y,Y,"IC: DF 5, sampling ID 187"
501,M0112,A,116,H,1,146,152,501_M0112_A_116H_1_WR:146-152_1,IWSQ3,164.08,1.37,,8.24,3.09,,16.754,1.124812108,0.025,1.446,395.837,0.000,0.093,0.269,0.534,0.432,0.299,0.036,0.375,24.959,1.005,5.199,1.167,148.167,0.708,,501_M0112_A_116H_1_WR:146-152_1,20,164.08,very coarse sand,high,"above: sand disturbed, some water",loose sand,"loose sand, highly disturbed",,,Y,Y,,Y,Y,"IC: DF 5, sampling ID 188"
501,M0112,A,118,H,1,144,150,501_M0112_A_118H_1_WR:144-150_1,IWSQ1,168.98,1.90,0.02,8.49,3.52,0.000,21.431,1.734819811,0.031,0.964,310.176,0.000,0.225,0.018,0.866,0.144,1.011,0.036,0.156,29.487,0.886,10.365,1.748,118.441,2.454,,501_M0112_A_118H_1_WR:144-150_1,20,168.98,medium sand,slight,"above: coherent sand, some water","sand, more coherent","loose sand, highly disturbed",,,,Y,,Y,Y,"IC: DF 5, sampling ID 189"
501,M0112,A,126,H,1,68,75,501_M0112_A_126H_1_WR:68-75_1,IWSQ2,188.56,1.21,0.01,8.29,3.38,0.000,7.717,0.951486478,0.010,1.297,356.337,0.124,0.049,0.573,0.407,0.288,0.144,0.036,0.177,13.162,0.222,9.525,0.977,137.344,0.411,,501_M0112_A_126H_1_WR:68-75_1,20,188.56,silt,none,above: consolidated sand,coherent above and below,compacted (not hard) silty sand,,,,,,,,"IC: DF 5, sampling ID 190"
501,M0112,A,127,H,1,105,110,501_M0112_A_127H_1_WR:105-110_1,IWSQ3,189.68,2.80,,8.49,3.13,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_127H_1_WR:105-110_1,20,189.68,silt,none,"core shows some disturbance in the sampling location, result from Rhizone? (although labeled as Squeezecake?!)",coherent,sandy layer in silt,,,Y,Y?,,Y,Y, @105cm may be contaminated
501,M0112,A,131,R,1,82,89,501_M0112_A_131R_1_WR:82-89_1,IWSQ1,195.07,1.42,,7.94,2.95,,9.842,0.45884392,0.015,0.741,487.512,0.226,0.061,0.143,0.337,0.720,0.226,0.055,0.094,12.997,0.000,3.261,0.513,,0.628,,501_M0112_A_131R_1_WR:82-89_1,20,195.07,clay,high,above: consolidated clay,coherent above,"compacted (not hard) silt, bisucuitting",,,,,,,,"IC: DF 5, sampling ID A191"
501,M0112,A,132,R,1,143,150,501_M0112_A_132R_1_WR:143-150_1,IWSQ2,196.64,1.74,0.01,8.06,2.92,0.000,,,,,,,,,,,,,,,,,,,,,501_M0112_A_132R_1_WR:143-150_1,20,196.64,clay,none,above: consolidated clay,coherent above and below,compacted (not hard) clay,water in the liner above,,,,,,,
501,M0112,A,133,R,1,50,55,501_M0112_A_133R_1_WR:50-55_1,IWSQ3,197.71,4.19,,7.96,2.67,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_133R_1_WR:50-55_1,20,197.71,silt,slight,above: some layering (bisquits) with small cracks,"coherent below, layering, silt, clay, from core cutting?","compacted (not hard) silt, bisucuitting",water in the liner above,Y,,Y,Y,,YY,
501,M0112,A,136,H,1,150,157,501_M0112_A_136H_1_WR:150-157_1,IWSQ1,204.71,0.81,,8.13,2.85,,8.572,0.728913455,0.013,0.408,509.991,0.051,0.045,0.107,0.305,0.865,0.105,0.036,1.876,12.558,0.204,4.456,0.781,154.112,0.285,,501_M0112_A_136H_1_WR:150-157_1,20,204.71,organic rich sediment,none,"above: quite some changes in sediment structure and color, gap to the core bottom","dark mud, coherent above and below","compacted (not hard) silt, small cracks",properly filled,,,,,,,"IC: DF 5, sampling ID A192"
501,M0112,A,139,H,2,40,45,501_M0112_A_139H_2_WR:40-45_1,IWRH2,210.04,0.76,0.01,8.20,3.29,0.000,9.174,0.816487623,0.013,0.148,227.197,0.124,0.044,0.107,0.408,0.144,0.160,0.018,0.198,13.632,0.000,9.332,0.857,122.642,0.468,,501_M0112_A_139H_2_WR:40-45_1,20,210.04,coarse sand,,coherent above and below,"coherent sand, loose?",loose sand,,,,Y?,,Y,Y,"IC: DF 5, sampling ID A193"
501,M0112,A,140,H,2,45,50,501_M0112_A_140H_2_WR:45-50_1,IWRH3,212.28,0.87,,8.13,3.28,,13.161,0.960708263,0.019,0.371,217.484,0.881,0.092,0.286,0.502,0.288,0.306,0.036,0.073,17.033,0.256,9.299,0.981,127.447,0.924,,501_M0112_A_140H_2_WR:45-50_1,20,212.28,coarse sand,none,looks a bit washed in and mixed,"partially full liner, loose sand","loose sand, disturbed",,,Y,Y,,Y,Y,"IC: DF 5, sampling ID A195"
501,M0112,A,144,R,1,74,80,501_M0112_A_144R_1_WR:74-80_1,IWSQ1,217.1,1.62,0.01,8.07,2.67,0.000,23.639,0.981246227,0.035,0.000,256.614,2.672,0.285,0.000,0.718,0.144,1.339,0.109,0.177,34.054,0.716,2.067,1.224,157.031,3.435,,501_M0112_A_144R_1_WR:74-80_1,20,217.1,silt ,none,above: consolidated,coherent above and below,compacted (not hard) silt,,,,,,,,"IC: DF 5, sampling ID A196"
